Order Date,SKU ID,Order Quantity
3/29/2022,1317CA,1
12/29/2022,3177CA,67.5
5/14/2022,2930CA,5
5/3/2022,1441AA,1
4/17/2023,1514BA,1
11/29/2022,3053AA,6
12/25/2022,2336BA,60
11/11/2022,2041CA,12
10/13/2022,1993AA,70
10/26/2022,2317CA,130
5/13/2022,3075AA,2
3/3/2023,1193BA,10
12/8/2022,1479CA,4
10/25/2022,1464AA,2
6/19/2022,2935BA,3
10/24/2022,3512AA,4000
10/26/2022,1077CA,12815
2/7/2022,1163CA,80
5/3/2022,2803BA,606
12/15/2022,3502BA,1
3/29/2022,3495CA,40
10/28/2022,2646AA,20
3/11/2022,3502BA,1
7/19/2022,1499CA,2
11/6/2022,2041CA,11
3/13/2022,2342CA,2783
1/6/2023,3590BA,8
4/13/2023,1624CA,10
2/8/2022,2930CA,1
7/31/2022,1624CA,3
12/9/2022,1956CA,2
4/20/2022,2227AA,3
6/2/2022,2847BA,435
2/7/2022,2016CA,200
2/9/2023,3250CA,150
8/18/2022,3420AA,2
12/31/2022,1145BA,35
12/22/2022,3399AA,5
1/19/2023,3143CA,4
5/16/2022,2200CA,2
8/1/2022,3494AA,50
2/5/2023,2840AA,1159
3/25/2023,1234BA,155
2/2/2022,2234AA,2
1/2/2023,1445BA,3
12/8/2022,1497CA,76
2/16/2022,2867AA,26
3/6/2022,1921AA,1
6/7/2023,3423CA,2
5/23/2022,1497CA,25.8
3/13/2023,3494AA,60
8/23/2022,2277AA,959
4/7/2022,1601AA,2
4/15/2022,1967BA,337.5
5/8/2022,1479CA,3
9/26/2022,2501CA,1378
11/29/2022,1130AA,235
8/24/2022,1255CA,2
5/12/2022,2336BA,200
9/30/2022,3512AA,2000
12/4/2022,2953BA,60
3/20/2022,2606AA,3
3/31/2022,2053BA,3
3/14/2022,3423CA,2
1/28/2023,3075BA,3
3/23/2022,2508BA,1
6/28/2022,2621AA,4
2/17/2023,2953BA,240
1/19/2023,2096BA,7
9/19/2022,1385CA,7
5/18/2022,3345AA,15
4/23/2023,3079BA,96
6/11/2022,1445BA,2
6/29/2022,3250CA,2205
3/3/2022,3423CA,2
4/15/2023,2501CA,288
5/6/2022,1970CA,40
8/20/2022,3576BA,8
11/11/2022,3160BA,5
8/30/2022,1283CA,1
8/1/2022,1126CA,4138
4/2/2023,3132BA,1
9/11/2022,1130AA,80
11/23/2022,3025CA,1
3/11/2023,3098AA,1
5/2/2022,2229CA,2
9/19/2022,1193BA,11
7/10/2022,3053AA,8
12/19/2022,3075BA,10
4/7/2022,2267CA,3
3/15/2023,1908AA,1
5/24/2022,1497CA,9
6/26/2022,3399AA,4
3/5/2022,3420AA,2
3/14/2023,2501CA,429
3/25/2023,2317CA,290
9/14/2022,3551CA,600
4/16/2023,3576BA,10
3/16/2023,3420AA,3
5/19/2022,2041CA,16
9/9/2022,1163CA,32
10/31/2022,1921AA,1
5/18/2022,2956AA,6
6/19/2022,2930CA,6
7/8/2022,1077CA,204
6/17/2022,1385CA,8
9/6/2022,1486CA,6
6/7/2023,1234BA,45
2/21/2023,1163CA,110
4/23/2022,1445BA,4
3/2/2023,2673BA,1400
5/13/2022,1366BA,1
4/6/2022,2923CA,239
1/29/2023,3533CA,700
7/23/2022,1486CA,2
4/2/2022,2803BA,61
12/15/2022,1695CA,3
11/23/2022,3138CA,24
7/12/2022,3120BA,6
9/2/2022,1193BA,105
4/25/2022,2501CA,290
2/27/2022,1499AA,180
4/26/2022,2935BA,4
10/16/2022,2763CA,2044
2/19/2023,1441AA,1
7/25/2022,1126CA,160
10/9/2022,1077CA,3806
10/17/2022,3461CA,5
3/17/2022,1497CA,50
11/26/2022,1077CA,914
6/3/2022,1953AA,1
3/10/2022,1163CA,30
11/21/2022,1497CA,200
6/6/2023,1130AA,389
6/8/2023,2315BA,38
5/11/2023,2606AA,1
8/26/2022,2265BA,49
1/11/2023,2315BA,18
6/13/2022,3413AA,1
9/18/2022,2487BA,6
6/7/2023,3079BA,18
9/5/2022,1116CA,310
12/12/2022,2867AA,13
2/1/2023,3404CA,10
2/25/2023,2876CA,1
1/3/2023,3423CA,2
8/25/2022,1601AA,2
10/29/2022,3053AA,28
9/11/2022,3413AA,25
2/1/2023,2930CA,2
2/28/2022,1385CA,7
1/30/2023,3125AA,5
6/5/2023,1956CA,2
6/10/2022,2331CA,265
11/30/2022,2487BA,3
4/18/2023,2606AA,2
2/2/2023,2953CA,4
3/28/2023,2041CA,1173
6/21/2022,2606AA,1
12/23/2022,1907AA,2
5/7/2022,3413AA,198
5/28/2023,1882CA,1
5/15/2023,3495CA,10
4/5/2022,1464AA,2
3/5/2022,2265BA,5
10/6/2022,1945AA,1
6/20/2022,3160BA,15
1/13/2023,1956AA,1
3/16/2022,1624AA,8
5/26/2023,2814BA,666
4/9/2023,3448CA,80
5/31/2022,3462AA,150
10/29/2022,2935BA,5
8/19/2022,3494AA,120
3/16/2023,1486CA,1
10/21/2022,2508BA,1
5/24/2022,2054CA,8
5/14/2022,3079BA,138
5/26/2023,2291AA,109
6/3/2022,1497CA,70
2/24/2022,3495CA,10
2/16/2023,2337CA,50
3/7/2023,1695CA,1
2/12/2022,1130AA,357
9/30/2022,3494AA,210
2/26/2022,2255CA,5
6/21/2022,1993AA,1620
1/31/2023,2501CA,242
4/14/2022,1624CA,5
11/1/2022,1445BA,1
6/18/2022,3413AA,1
5/27/2023,2331CA,83
10/29/2022,1486CA,2
4/23/2022,1130AA,220
4/3/2023,2293AA,32
4/28/2023,2729AA,33
5/4/2022,3138CA,5
10/4/2022,1163CA,65
5/23/2023,2200CA,4
9/16/2022,2956AA,32
3/17/2023,2876CA,4
5/8/2023,1083AA,780
3/31/2023,1145BA,90
1/20/2023,3132BA,1
8/14/2022,3053AA,4
6/24/2022,2096BA,4
7/20/2022,1077CA,1840
7/5/2022,3143CA,4
2/4/2023,2766AA,227
4/25/2023,3143CA,4
12/29/2022,2291AA,16
5/25/2022,2935BA,117
1/24/2023,2173CA,5
11/16/2022,1497CA,56
5/6/2022,3075AA,1
4/4/2022,2953BA,50
5/9/2022,3407CA,3
3/24/2023,2170BA,4
11/29/2022,2930CA,3
10/31/2022,2923CA,3
9/26/2022,3413AA,1
5/18/2023,2953BA,100
6/8/2023,2265BA,5
9/1/2022,2501CA,2800
9/23/2022,3533CA,2500
7/18/2022,2173CA,13
6/9/2023,2326CA,50
3/8/2022,1745BA,3
1/5/2023,2501CA,504
6/17/2022,1956CA,1
8/8/2022,1630BA,4
3/21/2023,2060AA,1
11/25/2022,3407CA,6
6/26/2022,1624CA,2
4/13/2022,2498BA,1
12/22/2022,2646AA,36
9/25/2022,2673BA,459
3/15/2023,2923CA,21
10/15/2022,3502BA,50
5/3/2022,1624CA,2
10/27/2022,3075AA,6
2/26/2022,2021CA,12
3/1/2022,3132BA,1
5/11/2023,3533CA,6300
9/24/2022,3138CA,10
4/10/2022,2013AA,1500
8/1/2022,1009AA,5185
7/15/2022,2528CA,3960
2/3/2022,1283CA,1
11/4/2022,2930CA,1
4/2/2023,2501CA,800
6/8/2022,2930CA,3
8/14/2022,1624CA,5
9/1/2022,1979AA,50
10/24/2022,3079BA,180
5/21/2022,2013AA,150
4/10/2022,2189CA,3
2/15/2023,3420AA,1
6/26/2022,1499CA,2
10/10/2022,3084CA,1
3/6/2023,1163CA,168
8/16/2022,1161AA,785
5/13/2023,1497CA,60
7/11/2022,1964BA,40
3/19/2022,2317CA,1836
8/1/2022,2930CA,1
4/25/2022,2923CA,1
5/13/2023,3502BA,30
4/12/2022,2025AA,16
6/6/2022,3084CA,2
6/12/2023,1382CA,10
8/2/2022,1964BA,25
6/4/2023,3358BA,1
11/5/2022,1206BA,15
6/4/2023,1126CA,750
6/9/2022,3512AA,100
9/25/2022,2923CA,1
3/10/2022,2970CA,2
6/13/2022,2956AA,10
12/17/2022,2342CA,800
9/23/2022,2326CA,371
3/21/2022,3512AA,2000
8/21/2022,3120BA,1
10/23/2022,3556AA,12
4/21/2022,1464AA,2
6/29/2022,2021CA,11
2/27/2023,3143CA,20
11/23/2022,1317CA,1
9/19/2022,1964BA,599
5/11/2023,1842BA,3
12/25/2022,3512AA,3000
2/17/2022,3404CA,3
9/16/2022,1009AA,132
3/24/2022,1907AA,4
3/31/2022,1126CA,1206
5/2/2022,1379CA,14
8/5/2022,2331CA,408
1/29/2023,3512AA,1050
1/15/2023,2953CA,1
9/4/2022,3399AA,3
8/31/2022,3178CA,1
5/31/2023,1130AA,102
6/25/2022,2212AA,6
6/13/2022,1967BA,138
3/8/2022,3423CA,3
7/29/2022,2396CA,1000
12/7/2022,3448CA,18
1/21/2023,2970CA,1
4/6/2022,2953BA,100
4/21/2023,1366BA,1
5/3/2023,1126CA,8069
8/6/2022,1499CA,2
3/19/2023,2293AA,17
7/23/2022,1009AA,80
12/9/2022,3143CA,5
7/14/2022,3619CA,40
5/22/2022,3495CA,10
6/1/2023,3250CA,75
2/21/2022,2606AA,1
9/6/2022,2039CA,6
1/18/2023,1967BA,42.5
1/1/2023,1624CA,7
3/31/2023,3250CA,1100
5/24/2022,3193AA,5
10/14/2022,1145BA,3155
3/14/2022,2053BA,118
3/1/2022,1403CA,1
10/22/2022,1514BA,1
12/25/2022,2673BA,69
9/26/2022,1630BA,1
3/31/2023,1571AA,4
5/30/2023,1695CA,1
5/29/2023,2229AA,4
2/2/2022,3551CA,200
3/26/2022,1601AA,1
12/28/2022,1970CA,255
2/9/2022,2229AA,2
5/14/2023,1379CA,10
6/11/2022,3025CA,3
3/30/2023,3423CA,1
8/25/2022,1953AA,1
7/30/2022,1193BA,13
12/4/2022,2044CA,2
9/8/2022,2291AA,410
7/17/2022,1330CA,1
3/27/2022,1330CA,1
12/16/2022,1130AA,351
8/6/2022,2170BA,3
1/26/2023,2673BA,1760
12/18/2022,3177CA,67.5
8/8/2022,2200CA,3
2/6/2022,1953AA,1
10/8/2022,1624AA,2
3/27/2023,2501CA,13
11/4/2022,2876CA,2
12/19/2022,3120BA,3
3/17/2022,1993AA,1490
5/24/2023,3495CA,10
10/16/2022,2515BA,72
5/18/2023,3365CA,35
6/3/2022,3404CA,1
2/25/2022,3177CA,135
3/6/2022,1083AA,5000
8/16/2022,1624AA,5
9/7/2022,2277AA,150
5/1/2022,3120BA,3
8/20/2022,1956CA,2
2/19/2022,1163CA,160
7/9/2022,1163CA,90
10/17/2022,2013AA,20
12/3/2022,1445BA,6
3/17/2022,3502BA,1
3/18/2023,2212CA,4
5/29/2022,1479CA,5
9/6/2022,2236CA,2
6/16/2022,2331CA,125
3/2/2023,2315BA,162
4/27/2022,2277AA,546
4/29/2022,2621AA,4
4/2/2023,2044CA,7
4/21/2023,1009AA,611
2/4/2022,2013AA,67
11/29/2022,1695CA,1
2/26/2023,3533CA,9000
7/21/2022,3345AA,8
7/17/2022,1971AA,100
5/22/2022,1908AA,1
5/30/2023,1970CA,95
11/14/2022,3084CA,1
8/11/2022,1906CA,6
4/6/2023,1907AA,2
6/17/2022,1967BA,10
4/25/2022,1130AA,1000
1/7/2023,2173CA,6
6/18/2022,2953CA,1
5/20/2023,1499AA,1400
1/12/2023,3084CA,1
4/3/2022,3423CA,14
7/16/2022,2938CA,1
3/18/2022,1255CA,1
5/3/2022,1382CA,156
7/6/2022,2331CA,102
2/28/2022,2096BA,5
10/25/2022,2763CA,12
9/2/2022,3079BA,60
11/4/2022,2752AA,27
6/7/2023,1964BA,255
9/15/2022,1953AA,1
4/29/2023,2013AA,152.5
6/29/2022,2938CA,17
5/10/2022,3075AA,1
3/15/2023,2953BA,60
3/17/2023,1130AA,200
1/30/2022,1479CA,3
10/25/2022,2277AA,101
1/19/2023,2041CA,1
7/2/2022,1445BA,3
3/4/2023,1130AA,50
11/13/2022,2044CA,3
11/10/2022,1224AA,82
1/12/2023,1601AA,1
3/13/2022,2498CA,1
5/26/2023,3590BA,6
5/26/2023,3193AA,5
12/10/2022,1479CA,10
4/10/2023,3084CA,1
3/24/2023,2458CA,239
10/22/2022,3494AA,150
11/10/2022,3420AA,2
4/25/2022,1908AA,1
5/6/2023,2621AA,9
12/3/2022,3138CA,10
10/15/2022,1163CA,110
11/22/2022,1497CA,61
4/18/2022,1486CA,3
6/10/2022,1906CA,2
12/18/2022,3512AA,500
7/6/2022,2025AA,15
7/9/2022,2606AA,2
5/10/2023,3193AA,5
10/14/2022,3053AA,27
10/4/2022,2173CA,2
2/21/2023,3079BA,18
6/10/2023,2564BA,13
12/2/2022,2606AA,1
3/13/2023,1283CA,1
6/13/2023,2640BA,30
7/27/2022,1445BA,1
11/27/2022,1161AA,53
3/27/2023,1077CA,698
4/23/2022,1379CA,4
2/26/2023,3053AA,32
10/3/2022,3053AA,53
10/2/2022,1224AA,13
4/18/2023,2041CA,2
2/14/2023,3053AA,23
3/29/2023,2488CA,14
4/1/2023,3120BA,2
3/2/2023,2970CA,4
2/2/2023,2212AA,13
8/2/2022,3365CA,3
5/25/2023,1624CA,3
12/18/2022,1993AA,6667.5
12/30/2022,3533CA,1000
6/14/2022,3590BA,4
5/17/2023,3502BA,35
7/13/2022,1441AA,3
4/10/2023,1163CA,88
8/21/2022,3084CA,1
2/9/2022,2956AA,2
9/27/2022,3399AA,1
8/9/2022,1921AA,1
1/13/2023,1499AA,30
8/4/2022,2501CA,192
5/15/2023,3407CA,5
12/9/2022,2016CA,80
9/3/2022,3075BA,12
2/24/2023,3075AA,5
4/4/2022,2277AA,44
1/25/2023,2513CA,2
5/5/2022,2200CA,32
7/14/2022,3494AA,60
7/24/2022,2025AA,4
9/22/2022,2930CA,1
8/1/2022,3143CA,7
4/8/2023,2044CA,8
7/11/2022,1499AA,90
12/14/2022,1601AA,1
2/21/2023,3551CA,100
4/22/2022,2953CA,1
5/18/2022,2326CA,70
5/19/2022,3462AA,100
5/12/2023,2646AA,4
7/27/2022,2317CA,1122
10/20/2022,3461CA,3
5/21/2023,3533CA,1000
6/1/2023,2337CA,100
3/6/2022,3160BA,6
10/31/2022,1083AA,1000
1/30/2022,1906CA,4
9/15/2022,1224AA,50
4/3/2022,3494AA,50
6/25/2022,3084CA,1
12/28/2022,1995AA,80
5/11/2022,1130AA,1500
3/22/2023,2060AA,2
5/20/2023,3365CA,5
12/5/2022,2337CA,735
9/30/2022,1145BA,36
4/6/2022,2847BA,8
3/22/2022,2013AA,37.5
11/12/2022,3619CA,1135
3/1/2023,1499CA,3
6/9/2023,1601AA,2
10/7/2022,2508BA,1
8/8/2022,1970CA,255
8/23/2022,1497CA,1
9/17/2022,2867AA,7
8/3/2022,1130AA,263
4/11/2022,1163CA,80
4/8/2023,2013AA,10
4/4/2022,2938CA,5
6/17/2022,2337CA,928
3/27/2023,1964BA,55
5/17/2022,2923CA,1
6/9/2023,2212CA,1
9/1/2022,2847BA,606
5/29/2023,2938CA,5
5/13/2023,2212CA,2
11/6/2022,3404CA,10
11/4/2022,3345AA,20
3/31/2022,2396CA,800
3/19/2022,1967BA,10
3/15/2022,2840AA,1151
1/8/2023,1083AA,2363
6/13/2022,3125AA,3
12/7/2022,3551CA,300
5/23/2023,2930CA,1
4/12/2023,2714CA,164
4/26/2022,1193BA,36
5/8/2023,1366BA,9
12/29/2022,2117BA,180
12/14/2022,2953BA,80
2/23/2022,3345AA,2
8/9/2022,2935BA,4
6/19/2022,1464AA,28
9/27/2022,3551CA,800
7/29/2022,1193BA,25
8/20/2022,2923CA,10
4/30/2022,2115CA,7
7/23/2022,2173CA,2
6/7/2023,3250CA,175
5/30/2023,1163CA,44
7/28/2022,3619CA,80
2/26/2023,2396CA,440
2/2/2023,2212AA,3
5/11/2023,2867AA,10
8/11/2022,2016CA,154
3/11/2023,1601AA,1
6/19/2022,3420AA,1
4/26/2022,1499AA,163
6/10/2022,2487BA,109
2/24/2023,2044CA,4
2/22/2022,2564BA,80
3/9/2022,1486CA,2
9/13/2022,1624CA,5
8/31/2022,1970CA,50
1/26/2023,1445BA,1
4/9/2023,3053AA,13
6/20/2022,1497CA,50
1/3/2023,3125AA,3
7/19/2022,2229AA,3
2/13/2022,2212AA,2
8/13/2022,1499AA,119
6/5/2023,2564BA,20
8/17/2022,1130AA,350
11/23/2022,3462AA,50
9/16/2022,2170BA,5
2/23/2023,2953BA,30
5/22/2023,2236CA,6
3/5/2023,2025AA,7
4/5/2022,1193BA,48
9/19/2022,2291AA,86
9/25/2022,2752AA,205
5/10/2022,2277AA,416
12/11/2022,3079BA,463
11/1/2022,1970CA,70
1/24/2023,2988AA,1
7/13/2022,3075BA,178
4/27/2022,1234BA,163
2/3/2023,3084CA,6
4/4/2023,2317CA,1500
6/21/2022,2923CA,4
9/20/2022,3462AA,100
12/20/2022,2277AA,112
6/12/2023,2053BA,2
6/21/2022,2714CA,750
1/22/2023,3138CA,4
2/26/2023,2326CA,100
5/30/2022,2337CA,867
3/9/2023,1497CA,29.7
2/23/2022,2501CA,209
2/26/2023,3084CA,1
4/27/2023,2632AA,319
8/11/2022,2396CA,500
3/31/2023,3448CA,50
4/29/2022,2277AA,359
11/13/2022,3502BA,10
11/30/2022,2013AA,80
5/28/2022,2189CA,2
4/20/2022,2227AA,2
3/23/2022,2025AA,80
1/14/2023,1234BA,235
4/3/2023,1479CA,10
2/22/2022,2498CA,2
2/5/2023,2200CA,1
1/7/2023,2938CA,19
1/4/2023,1906CA,3
3/17/2022,2212CA,3
6/17/2022,3120BA,2
9/11/2022,3502BA,13
8/6/2022,2501CA,500
12/14/2022,2277AA,3390
6/9/2023,2337CA,40504
5/18/2023,1163CA,32
7/18/2022,1116CA,1302
3/13/2022,1582CA,1
1/30/2023,1586CA,8
12/21/2022,3407CA,6
10/22/2022,2396CA,40
8/6/2022,1956AA,1
10/3/2022,1234BA,38
9/8/2022,2291AA,553
3/16/2022,2317CA,900
3/21/2022,1945AA,2
12/25/2022,1486CA,3
5/30/2022,1464AA,4
4/23/2022,2013AA,44
8/15/2022,3053AA,26
8/8/2022,1464AA,2
7/18/2022,3399AA,4
12/2/2022,2317CA,100
5/3/2023,2513CA,1
3/19/2022,1716AA,3
4/18/2022,1908AA,1
5/5/2022,2501CA,8725
4/3/2023,2396CA,9101
10/5/2022,2923CA,10
8/25/2022,2291AA,355
2/21/2023,2953CA,1
9/19/2022,2044CA,1
1/18/2023,2501CA,154
12/7/2022,1441AA,17
12/16/2022,1479CA,8
4/26/2023,3413AA,20
6/23/2022,1584BA,1
9/4/2022,2170BA,2
2/28/2023,2501CA,1221
9/8/2022,3413AA,200
4/26/2022,2867AA,8
1/29/2023,2021CA,1094
6/21/2022,2621AA,3
6/30/2022,1317CA,1
3/21/2022,2060AA,10
6/5/2023,3551CA,100
7/1/2022,3177CA,67.5
2/8/2023,3495CA,15
11/3/2022,1379CA,9
7/12/2022,1499CA,3
2/14/2022,3404CA,4
5/8/2022,1163CA,147
4/22/2023,3025CA,1
5/7/2022,2923CA,30
5/8/2023,1967BA,450
12/23/2022,3079BA,108
8/30/2022,2938CA,2
10/30/2022,1009AA,1078
5/21/2022,2606AA,6
6/9/2022,3448CA,10
4/29/2022,1956AA,1
3/19/2022,1234BA,20
12/26/2022,3448CA,50
11/2/2022,1630BA,3
2/1/2023,1499AA,30
7/15/2022,1514BA,1
5/29/2022,3365CA,2
6/8/2022,2498CA,1
1/3/2023,2729AA,37
11/22/2022,3053AA,3
5/13/2023,2994CA,1
8/17/2022,3160BA,6
7/21/2022,3025CA,7
2/25/2022,3160BA,10
10/18/2022,3423CA,1
5/1/2023,2013AA,230
9/15/2022,1366BA,4
6/20/2022,2142CA,2
2/12/2022,2096BA,6
4/27/2023,3138CA,8
10/17/2022,2938CA,5
1/9/2023,1009AA,20
4/7/2023,3027CA,2
4/8/2023,1497CA,61
4/9/2022,3027CA,1
4/23/2022,3079BA,14
2/1/2022,2501CA,693
8/6/2022,1083AA,861
4/19/2023,2291AA,32
9/9/2022,3420AA,2
3/11/2023,1486CA,7
3/14/2022,3079BA,15
2/6/2023,2508BA,5
12/13/2022,2331CA,150
3/29/2023,3084CA,1
9/10/2022,3345AA,2
10/15/2022,2096BA,6
10/22/2022,2953CA,1
10/28/2022,1908AA,1
6/11/2022,2803BA,116
6/9/2023,3512AA,11970
3/2/2022,2672BA,134
5/3/2023,2501CA,86
5/15/2022,1317CA,1
2/24/2022,1486CA,10
4/14/2023,1385CA,7
3/14/2023,1116CA,300
3/7/2022,3084CA,1
4/26/2023,3250CA,275
7/12/2022,2429BA,140
6/16/2022,3590BA,18
5/26/2023,1130AA,1160
5/7/2022,1486CA,1
9/24/2022,3120BA,5
11/9/2022,2513CA,1
4/18/2023,3619CA,400
2/21/2022,1330CA,2
6/23/2022,3084CA,1
10/28/2022,1499AA,122
4/4/2023,2016CA,414
10/11/2022,2053BA,3
9/6/2022,2867AA,33
9/5/2022,1967BA,430
2/3/2023,1993AA,250
6/23/2022,2212AA,3
5/7/2023,3512AA,1575
11/2/2022,3461CA,4
12/10/2022,2646AA,64
11/3/2022,1497CA,132
7/3/2022,3502BA,2
6/18/2022,3053AA,5
8/23/2022,1145BA,21
11/20/2022,1511CA,10
3/3/2023,3250CA,375
8/14/2022,1077CA,2163
8/5/2022,3423CA,1
7/15/2022,2291AA,441
2/1/2023,1993AA,900
3/5/2022,1193BA,68
10/2/2022,1882CA,1
6/13/2022,2847BA,116
8/4/2022,1964BA,590
2/24/2023,3132BA,1
7/13/2022,3610AA,5
4/13/2022,2923CA,4
2/19/2022,3404CA,30
3/15/2023,2930CA,1
4/3/2022,1964BA,330
6/12/2023,2212AA,2
7/29/2022,1083AA,1866
3/4/2023,2331CA,60
7/2/2022,2331CA,82
4/15/2022,2970CA,1
3/5/2023,1083AA,1220
7/25/2022,3205AA,1
6/4/2023,2039CA,5
4/14/2022,3345AA,2
10/30/2022,2331CA,160
8/6/2022,3079BA,90
8/3/2022,1499CA,1
7/18/2022,1009AA,200
10/21/2022,2336BA,22
6/20/2022,3533CA,2100
3/10/2022,3512AA,3360
1/2/2023,1116CA,12660
2/4/2023,3177CA,67.5
12/31/2022,2060AA,2
1/19/2023,1668CA,30
7/19/2022,3590BA,8
6/23/2022,3027CA,1
5/9/2022,2170BA,4
5/28/2022,1630BA,2
5/9/2022,1511CA,30
5/7/2022,2013AA,2.5
2/22/2023,1979AA,620
3/30/2023,3576BA,4
10/27/2022,3358BA,1
4/30/2022,1479CA,5
6/23/2022,1077CA,750
4/26/2023,3365CA,3
3/30/2022,2600BA,4
3/16/2023,1908AA,1
3/7/2023,2923CA,36
2/4/2022,2044CA,4
6/3/2023,2752AA,323
2/16/2022,1992AA,50
3/10/2022,3193AA,346
3/22/2023,2396CA,50
4/1/2023,3551CA,100
3/20/2022,3413AA,5
1/17/2023,3138CA,3
9/3/2022,1379CA,9
5/9/2022,1967BA,126
9/13/2022,2847BA,623
8/21/2022,1971AA,30
4/27/2023,3413AA,2
2/3/2023,2970CA,1
2/12/2023,1116CA,100
4/3/2022,2977BA,4
2/14/2022,1479CA,5
8/18/2022,3378CA,300
3/4/2023,2317CA,1334
10/6/2022,1945AA,1
3/31/2023,1497CA,45
6/9/2023,2115CA,5
1/20/2023,2484BA,72.5
5/30/2022,3462AA,50
9/13/2022,3345AA,3
10/11/2022,1126CA,400
1/7/2023,1479CA,2
10/27/2022,1497CA,20
2/12/2022,1009AA,40
12/30/2022,3075AA,2
12/7/2022,1907AA,1
5/21/2023,2930CA,3
12/6/2022,1126CA,1350
8/4/2022,3250CA,75
2/20/2023,1486CA,8
3/28/2022,3590BA,7
9/18/2022,2498CA,1
8/28/2022,2277AA,86
11/18/2022,3413AA,5
2/21/2022,3462AA,250
11/10/2022,3358BA,1
4/3/2023,3512AA,300
3/13/2022,1499CA,1
12/28/2022,3160BA,15
6/29/2022,1584BA,1
1/27/2023,2200CA,3
5/17/2023,3461CA,3
11/5/2022,2291AA,645
1/14/2023,2867AA,15
3/21/2023,3193AA,1
4/27/2022,1571AA,5
8/2/2022,2501CA,110
5/9/2022,2573CA,2
7/15/2022,2840AA,361
2/22/2023,1970CA,248.25
4/21/2023,1497CA,100
9/13/2022,1193BA,15
4/2/2023,2021CA,2
3/4/2022,3512AA,5000
12/29/2022,1497CA,42
3/2/2022,3570CA,4
9/11/2022,1882CA,1
4/19/2023,1499AA,70
9/29/2022,1953AA,1
5/27/2022,1630BA,10
6/15/2022,2673BA,1460
6/13/2023,1993AA,330
11/30/2022,3512AA,4200
12/20/2022,1630BA,1
9/27/2022,2867AA,6
12/20/2022,3075AA,2
2/14/2023,3193AA,1
2/19/2023,3358BA,1
5/10/2022,2953CA,2
3/2/2023,3143CA,4
5/5/2023,2847BA,78
2/17/2023,3358BA,1
6/22/2022,2173CA,4
4/19/2023,1464AA,7
4/6/2022,2727CA,643
3/17/2023,2473CA,69415
4/27/2023,1601AA,3
4/28/2023,2988AA,1
12/19/2022,1945AA,1
1/27/2023,3399AA,1
7/22/2022,1083AA,100
10/3/2022,1009AA,100
10/11/2022,1464AA,2
3/28/2022,2331CA,15
9/19/2022,2016CA,130
4/23/2023,3616CA,13
5/30/2023,3027CA,1
12/1/2022,3462AA,100
6/19/2022,3177CA,135
10/24/2022,1441AA,3
10/31/2022,1317CA,1
7/12/2022,2621AA,6
7/29/2022,2013AA,2.5
4/30/2022,2200CA,2
6/1/2023,1964BA,160
4/1/2023,1956CA,2
3/1/2023,2840AA,462
7/28/2022,1206BA,24
1/19/2023,1382CA,32
5/13/2023,1967BA,130
7/20/2022,1445BA,1
4/24/2023,3502BA,2
2/3/2022,1964BA,332.5
7/4/2022,1464AA,2
8/3/2022,2867AA,20
6/2/2023,2752AA,3
7/23/2022,3399AA,10
3/28/2023,1993AA,195
11/19/2022,2336BA,180
2/6/2023,3365CA,20
5/20/2023,2501CA,110
3/3/2023,2501CA,120
2/6/2022,3576BA,6
5/6/2023,2935BA,1
10/13/2022,1077CA,1162
12/5/2022,2342CA,87
1/24/2023,3494AA,50
2/26/2023,3533CA,1050
2/11/2022,3075AA,1
5/29/2023,1317CA,1
1/2/2023,3053AA,77
2/2/2023,3502BA,1
10/5/2022,2025AA,5
5/31/2022,1907AA,1
5/2/2023,2053BA,6
8/21/2022,3533CA,12000
2/18/2022,1956AA,1
4/23/2023,1993AA,337
2/15/2023,3404CA,8
5/2/2022,2021CA,5
9/10/2022,3512AA,900
1/29/2023,1956AA,1
4/26/2022,3423CA,1
5/3/2023,3053AA,6
12/31/2022,2524AA,40
5/9/2023,3399AA,8
10/7/2022,1382CA,11
10/2/2022,2234AA,3
3/2/2023,1497CA,18
9/30/2022,3177CA,67.5
12/19/2022,2501CA,426
4/28/2022,2956AA,1
5/24/2022,2508BA,1
5/13/2023,3512AA,3800
11/18/2022,3378CA,600
5/3/2022,1630BA,4
3/18/2023,1126CA,1450
8/3/2022,3533CA,1100
3/2/2023,2632AA,300
12/8/2022,1624AA,1
5/31/2023,3025CA,1
6/4/2022,3407CA,1
2/9/2023,1956CA,1
11/23/2022,1497CA,221
3/17/2022,1317CA,1
1/11/2023,2661CA,6
10/28/2022,1163CA,44
12/3/2022,2953CA,1
5/1/2022,3533CA,1500
5/21/2022,3120BA,2
1/31/2023,2763CA,233
4/5/2022,3590BA,6
1/12/2023,3512AA,1200
7/1/2022,3448CA,40
5/8/2023,1971AA,40
12/13/2022,2220BA,6
6/10/2022,1624CA,8
6/22/2022,3420AA,3
1/13/2023,2930CA,10
5/5/2022,2803BA,653
4/27/2022,1582CA,1
4/5/2023,1077CA,914
5/25/2022,1497CA,36.3
2/4/2022,1953AA,1
5/4/2023,1993AA,105
5/3/2022,3502BA,5
2/9/2022,1971AA,40
12/15/2022,2867AA,6
5/25/2022,2315BA,90
4/18/2023,1499AA,224
10/6/2022,3551CA,1000
11/11/2022,2212CA,8
3/31/2023,1497CA,75
